timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-02-08T04:35:14,codecarbon,75cb0e1e-2105-4b89-ae84-7f082385063b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0295867490000318,1.945433348833571e-07,6.575353543680904e-06,42.5,0.0,10.0,3.486253986115647e-07,0.0,8.118990277776246e-08,4.298153013893271e-07,0.0,United States,USA,iowa,Linux-6.8.0-x86_64-with-glibc2.39,3.12.12,3.2.2,4,Intel(R) Xeon(R) Processor @ 2.30GHz,-95.8517,41.2591,7.772548675537109,machine,0,0,0,0,N,1.0,0.0,,
2026-02-08T04:35:15,codecarbon,1bb9b870-93c6-457d-90d1-498621a1a975,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.021278915999914716,1.397106357115167e-07,6.5656838775093924e-06,42.5,0.0,10.0,2.5062089444389817e-07,0.0,5.80495055553835e-08,3.0867039999928166e-07,0.0,United States,USA,iowa,Linux-6.8.0-x86_64-with-glibc2.39,3.12.12,3.2.2,4,Intel(R) Xeon(R) Processor @ 2.30GHz,-95.8517,41.2591,7.772548675537109,machine,0,0,0,0,N,1.0,0.0,,
